fold_index,team_name,return_code,duration_sec,epochs_done,best_val_f1,best_val_loss,best_model_exists
0,cv_ujwal_v3_e100_fold0,0,427.8449158668518,166,0.6468201004923707,1.1998743779969356,True
1,cv_ujwal_v3_e100_fold1,0,26.767209768295288,102,0.6156224890953316,1.1968169217490738,True
2,cv_ujwal_v3_e100_fold2,0,268.68152141571045,141,0.6453770736887589,1.179367435673658,True
