seed,run_name,return_code,skipped,duration_sec,checkpoint_found,best_val_f1,best_val_loss,last_epoch_idx
123,m9_t11_seed123,0,False,1425.1406600475311,True,0.6706771674578723,0.6771376990585876,59
2025,m9_t11_seed2025,0,False,1419.4001605510712,True,0.6683529726087112,0.6677619252416441,59
31415,m9_t11_seed31415,0,False,1413.7435190677643,True,0.6548075294020037,0.6742009602004676,59
27182,m9_t11_seed27182,0,False,1407.8285856246948,True,0.6535520365798497,0.6645512605885522,59
7,m9_t11_seed7,0,False,1191.5313611030579,True,0.6519728122123923,0.6933400538756693,48
1337,m9_t11_seed1337,0,False,931.8501172065735,True,0.6448045643956907,0.6327870097949351,37
42,m9_t11_seed42,0,False,984.741849899292,True,0.6436520980990101,0.6486138458446347,39
17,m9_t11_seed17,0,False,1044.5299770832062,True,0.641344164203094,0.6380260900484858,42
