number,value,datetime_start,datetime_complete,duration,params_arch_triplet,params_batch_size,params_class_weighting,params_cnn_channels,params_dropout,params_focal_gamma,params_freq_mask_param,params_label_smoothing,params_learning_rate,params_loss_type,params_mamba_d_conv,params_mamba_d_model,params_mamba_d_state,params_mamba_expand,params_max_grad_norm,params_min_lr_ratio,params_mixup_alpha,params_mixup_prob,params_num_freq_masks,params_num_layers,params_num_time_masks,params_scheduler_type,params_speed_perturb_max,params_speed_perturb_min,params_speed_perturb_prob,params_time_mask_param,params_warmup_epochs,params_weight_decay,state
0,0.4033749518422947,2026-05-01 15:16:52.211983,2026-05-01 15:18:14.601582,0 days 00:01:22.389599,basic_cnn:gated:meanmax,32,False,48,0.41648852816008436,2.2871346474483567,12,0.02636424704863906,0.00011128853174905746,focal,5,128,32,2,1.6777639420895203,0.16401749605425897,0.1798695128633439,0.3542703315240835,3,2,1,plateau,1.1,0.9,0.17772437065861274,40,4,2.2948683681130543e-05,COMPLETE
