number,value,datetime_start,datetime_complete,duration,params_batch_size,params_class_weighting,params_cnn_channels,params_dropout,params_focal_gamma,params_freq_mask_param,params_hidden_size,params_label_smoothing,params_learning_rate,params_loss_type,params_max_grad_norm,params_min_lr_ratio,params_mixup_alpha,params_mixup_prob,params_num_freq_masks,params_num_layers,params_num_time_masks,params_scheduler_type,params_speed_perturb_max,params_speed_perturb_min,params_speed_perturb_prob,params_time_mask_param,params_warmup_epochs,params_weight_decay,user_attrs_repeat_best_f1s,user_attrs_repeat_best_losses,user_attrs_repeat_mean_f1,user_attrs_repeat_robust_score,user_attrs_repeat_std_f1,state
54,0.46675849488141363,2026-05-03 06:55:15.393754,2026-05-03 06:55:47.774709,0 days 00:00:32.380955,32,False,48,0.230089919144911,,10,192,0.03977287962796815,0.00028994369419941765,ce,1.9439302287857414,0.2647604365456193,0.1983779101486613,0.40540010333152965,1,3,1,plateau,1.1,0.9,0.14307757402406843,24,3,4.323698191218079e-05,,,,,,PRUNED
55,0.5177022354638611,2026-05-03 06:55:47.872082,2026-05-03 06:56:28.841783,0 days 00:00:40.969701,32,False,48,0.21007668671134716,,10,192,0.027667978314979597,0.0003953063998274781,ce,1.0697028561673103,0.07171057493361561,0.21999836229783198,0.43612864322085126,2,3,1,plateau,1.1,0.9,0.2710663009329104,32,2,0.00011217278701875836,,,,,,PRUNED
56,0.4802843418350837,2026-05-03 06:56:28.937203,2026-05-03 06:57:10.094926,0 days 00:00:41.157723,32,False,48,0.30442877108859157,,8,320,0.04475342194639738,0.0008709677197984918,ce,1.5938293996059385,0.15988541742972578,0.17343384253414612,0.37409734409645085,4,3,2,warmup_invsqrt,1.1,0.9,0.22019604778085622,40,3,0.0001724048617403028,,,,,,PRUNED
57,0.5189059268086539,2026-05-03 06:57:10.199568,2026-05-03 06:57:53.042427,0 days 00:00:42.842859,64,False,48,0.22233716015430674,,6,192,0.023217780231934965,0.0006197518036099081,ce,1.4444457709688043,0.22304790257649162,0.264288688329278,0.48598076057739226,2,3,1,plateau,1.1,0.9,0.11471502781964787,24,6,2.53411915165758e-05,,,,,,PRUNED
58,0.4531081755021969,2026-05-03 06:57:53.140179,2026-05-03 06:58:29.748305,0 days 00:00:36.608126,32,True,48,0.30479917151902575,,12,256,0.13982026786180524,0.0007288509044899457,ce,1.803856132389156,0.16589807627915037,0.1581669573282501,0.3917950140231176,3,3,2,warmup_cosine,1.1,0.9,0.17440614874476118,44,3,0.0004902548420553687,,,,,,PRUNED
59,0.43361279123687463,2026-05-03 06:58:29.845231,2026-05-03 06:58:55.917330,0 days 00:00:26.072099,64,True,64,0.30405826560916116,,10,192,0.05037712089561387,0.00024935561065562463,ce,1.1623354341331997,0.14021816362506512,0.11814614481831165,0.45810801976265875,4,3,2,warmup_cosine,1.1,0.9,0.08720927369341439,36,7,5.5049716775593795e-05,,,,,,PRUNED
60,0.39469635088894356,2026-05-03 06:58:56.014171,2026-05-03 06:59:19.740593,0 days 00:00:23.726422,64,False,48,0.237079941713818,,10,192,0.03128958844128924,0.00020899973348490093,ce,1.5490889827711753,0.24206792521110176,0.43381129408784846,0.4116111235694304,2,2,1,warmup_cosine,1.1,0.9,0.06279551590352137,28,4,1.9558154291127026e-05,,,,,,PRUNED
61,0.5125954968996156,2026-05-03 06:59:19.844521,2026-05-03 07:00:01.324870,0 days 00:00:41.480349,32,True,48,0.2551435369977804,2.143691047377406,4,192,0.03622261367409429,0.0008987830836703333,focal,1.666330415752175,0.18030764404067368,0.1888362239728652,0.4395323964603698,2,3,1,warmup_cosine,1.1,0.9,0.13253871826205155,20,2,1.2352160622022605e-05,,,,,,PRUNED
62,0.4676901732452022,2026-05-03 07:00:01.424594,2026-05-03 07:00:27.194286,0 days 00:00:25.769692,64,True,48,0.20634404740736403,,10,192,0.041281398110412725,0.0005459650103956984,ce,1.315076761664519,0.1532397608030608,0.20852004846807828,0.42131366441959267,2,3,1,warmup_cosine,1.1,0.9,0.10676252394379102,28,3,0.00010535730734976397,,,,,,PRUNED
63,0.45119793636949723,2026-05-03 07:00:27.296978,2026-05-03 07:00:53.021088,0 days 00:00:25.724110,64,True,48,0.22387912956691206,,10,192,0.03754513112794318,0.0006693834342982301,ce,1.102478513858771,0.1890890712209312,0.23961270637008497,0.38788337621491054,2,3,1,warmup_cosine,1.1,0.9,0.10126735758423731,28,3,2.9668811515414405e-05,,,,,,PRUNED
64,0.4813733188531027,2026-05-03 07:00:53.119607,2026-05-03 07:01:26.377981,0 days 00:00:33.258374,64,True,48,0.2118270428970779,,10,192,0.03348160443796129,0.0008094441189517663,ce,1.19228394404801,0.17566246075063804,0.14621587448183113,0.45605245618345963,2,3,1,warmup_cosine,1.1,0.9,0.11956687307067321,32,4,0.0001337770444643894,,,,,,PRUNED
65,0.6560366601423916,2026-05-03 07:01:26.492839,2026-05-03 07:04:03.863068,0 days 00:02:37.370229,64,True,48,0.20043340273332588,,10,192,0.027525141594936117,0.0007487799976063092,ce,0.8084328326886467,0.15530151528415478,0.17974463074791963,0.4016574416521847,2,3,1,warmup_cosine,1.1,0.9,0.0483361006709412,24,3,1.764526505844778e-05,[0.6560366601423916],[1.1233734938738158],0.6560366601423916,0.6560366601423916,0.0,COMPLETE
66,0.45734785189056676,2026-05-03 07:04:03.966363,2026-05-03 07:04:31.393260,0 days 00:00:27.426897,64,True,48,0.3033049882240871,,12,320,0.04353048363834386,0.0006326011222542001,ce,0.9610775563137721,0.20337426472322423,0.27966240673517306,0.36081497656923184,3,3,3,warmup_cosine,1.1,0.9,0.08284146219179038,28,2,6.287877705662059e-05,,,,,,PRUNED
67,0.4193937128183372,2026-05-03 07:04:31.507225,2026-05-03 07:04:54.789273,0 days 00:00:23.282048,64,True,80,0.24682724047458748,,6,192,0.022761484507050157,0.0004283974526553868,ce,1.131648566947671,0.13801332272938452,0.20577806564644846,0.42940322492416444,2,1,1,warmup_cosine,1.1,0.9,0.07409123158538908,24,5,4.7861460199095385e-05,,,,,,PRUNED
68,0.45562644857818463,2026-05-03 07:04:54.887699,2026-05-03 07:05:20.644647,0 days 00:00:25.756948,64,True,48,0.23080354668853212,,10,192,0.031022222241731005,0.0004912614883722462,ce,1.0291330479968606,0.1936811257880484,0.22256431405769866,0.41257153060209834,2,3,1,plateau,1.1,0.9,0.15373873558727835,16,3,8.445714848853598e-05,,,,,,PRUNED
69,0.4474788211169885,2026-05-03 07:05:20.746937,2026-05-03 07:05:45.187173,0 days 00:00:24.440236,64,True,80,0.3025087303772948,,12,256,0.05389449211695187,0.0008717109243980895,ce,1.2982709207144056,0.16431336741591263,0.16710487992987486,0.48304611080109117,3,1,2,warmup_cosine,1.1,0.9,0.022005126467999125,40,3,6.88791302970534e-05,,,,,,PRUNED
70,0.41753430518468587,2026-05-03 07:05:45.293076,2026-05-03 07:06:10.715797,0 days 00:00:25.422721,64,True,48,0.26125524783869547,,10,192,0.027198950726180945,0.0007757681139396574,ce,1.4597867177381638,0.11514600684612748,0.1929692778609947,0.31786403333347624,2,3,1,warmup_invsqrt,1.1,0.9,0.0008598547164572201,32,4,3.8719648887854866e-05,,,,,,PRUNED
71,0.46593962044766823,2026-05-03 07:06:10.817232,2026-05-03 07:06:36.542844,0 days 00:00:25.725612,64,False,64,0.316366201870525,,8,192,0.13025859663922518,0.0006040188940209045,ce,1.8820359996181029,0.09865257040686923,0.23408899945539607,0.3664615778253327,4,3,4,warmup_cosine,1.1,0.9,0.1252970529924557,48,2,6.265028560636104e-05,,,,,,PRUNED
72,0.48560749203913417,2026-05-03 07:06:36.644005,2026-05-03 07:07:06.596142,0 days 00:00:29.952137,64,True,80,0.22147018208735444,,6,192,0.035680898451837695,0.0005520175789710447,ce,0.654162771333668,0.20543100733627673,0.2889035627142421,0.4933055442611716,2,1,1,warmup_cosine,1.1,0.9,0.14157671626330678,20,4,2.1430478213494462e-05,,,,,,PRUNED
73,0.5170796756344166,2026-05-03 07:07:06.692801,2026-05-03 07:07:36.815255,0 days 00:00:30.122454,64,True,80,0.2171324325602412,,6,192,0.03394475162493413,0.0007020745842021562,ce,0.7061918223630707,0.1776738737028514,0.271416589709109,0.46291797171691146,2,1,1,warmup_cosine,1.1,0.9,0.12457825045480742,20,4,2.2924679982953902e-05,,,,,,PRUNED
74,0.45712425517242716,2026-05-03 07:07:36.915532,2026-05-03 07:08:00.296163,0 days 00:00:23.380631,64,True,80,0.20620562502020331,,6,192,0.03850538640797934,0.0005783060967156611,ce,0.5506875622119147,0.283597283141892,0.24891150406446827,0.47339732970125803,2,1,1,warmup_cosine,1.1,0.9,0.09734980439606403,20,5,1.5631208051434543e-05,,,,,,PRUNED
75,0.6621871432055622,2026-05-03 07:08:00.404477,2026-05-03 07:10:40.287878,0 days 00:02:39.883401,64,True,80,0.22647617002458068,,6,192,0.04192670569657384,0.0009414220005949282,ce,0.8261244867363772,0.26842681066800494,0.3143857929338116,0.44848328623067557,2,1,1,warmup_cosine,1.1,0.9,0.10750160062913228,24,4,3.2321866612071496e-05,[0.6621871432055622],[1.1401417615602343],0.6621871432055622,0.6621871432055622,0.0,COMPLETE
76,0.4989306645524068,2026-05-03 07:10:40.389842,2026-05-03 07:11:10.265289,0 days 00:00:29.875447,64,True,80,0.23619163278220676,,6,192,0.04167713672019034,0.0009219530452326951,ce,0.8487392015181349,0.2714141736369621,0.31355015354305477,0.4442181449743304,2,1,1,warmup_cosine,1.1,0.9,0.1108961880603015,24,5,1.1977853669684139e-05,,,,,,PRUNED
77,0.579329113211961,2026-05-03 07:11:10.368916,2026-05-03 07:12:06.192518,0 days 00:00:55.823602,64,True,80,0.2255585428874956,1.7657935352607097,4,192,0.037651709393268014,0.0009564079928893269,focal,0.7584204777577075,0.25525349547382037,0.35998172936977907,0.34575624853769016,2,1,1,warmup_cosine,1.1,0.9,0.0682668960582661,24,3,3.3459001620036644e-05,,,,,,PRUNED
78,0.4048612508390397,2026-05-03 07:12:06.295280,2026-05-03 07:12:33.665035,0 days 00:00:27.369755,64,True,48,0.20937461556810943,,8,192,0.047071306749728606,0.0008302316034078431,ce,1.993413230681861,0.2968930412788645,0.34732690648830356,0.42565747390150366,1,2,1,warmup_cosine,1.1,0.9,0.09101374249129987,24,4,2.737180872529194e-05,,,,,,PRUNED
79,0.4616819294700708,2026-05-03 07:12:33.776318,2026-05-03 07:13:01.959350,0 days 00:00:28.183032,32,True,80,0.3036966476048747,,8,320,0.04375666828506006,0.0007391221185109,ce,0.9326861046805979,0.1459298692832809,0.2940879599144562,0.39137645243554864,3,1,2,warmup_cosine,1.1,0.9,0.052270877680471915,28,3,0.0011410051807082436,,,,,,PRUNED
80,0.46530752421222094,2026-05-03 07:13:02.059867,2026-05-03 07:13:27.640821,0 days 00:00:25.580954,64,True,48,0.24296827871091353,,10,192,0.023456606232896342,0.0009998509413194365,ce,1.0517058083084228,0.21377573210591047,0.32628676524951444,0.45138173575571583,2,3,1,warmup_cosine,1.1,0.9,0.16376314820459753,24,7,4.938032841784063e-05,,,,,,PRUNED
81,0.6548625314619383,2026-05-03 07:13:27.737618,2026-05-03 07:16:10.867830,0 days 00:02:43.130212,64,True,80,0.21680386217450687,,10,192,0.029414814389905702,0.0008429251180117928,ce,0.7728251405685584,0.2642805946319855,0.16786842816132633,0.4151586354526536,2,1,1,plateau,1.1,0.9,0.03956909653973635,24,4,3.719238632720226e-05,[0.6548625314619383],[1.046985036749348],0.6548625314619383,0.6548625314619383,0.0,COMPLETE
82,0.49749201963906775,2026-05-03 07:16:10.975536,2026-05-03 07:16:37.667341,0 days 00:00:26.691805,64,True,80,0.2276518060599822,,6,192,0.032563024113114396,0.0006559673834302073,ce,0.737570706731237,0.17161382702119216,0.31138476917001023,0.4988483122186121,2,1,1,warmup_cosine,1.1,0.9,0.11631973779808354,20,4,2.3344360510145064e-05,,,,,,PRUNED
83,0.6772843138681722,2026-05-03 07:16:37.770006,2026-05-03 07:19:11.320292,0 days 00:02:33.550286,64,True,80,0.20666926872650826,,6,192,0.03590920575750258,0.0007967247066601725,ce,0.6870831823248328,0.2880583144997417,0.3965118919340777,0.43785671106579294,2,1,1,warmup_cosine,1.1,0.9,0.13368183272782241,20,5,3.150394504253977e-05,[0.6772843138681722],[1.0562361598872452],0.6772843138681722,0.6772843138681722,0.0,COMPLETE
84,0.4673913253386938,2026-05-03 07:19:11.425546,2026-05-03 07:19:34.790643,0 days 00:00:23.365097,64,True,80,0.21493183745080494,,6,192,0.03987336951645577,0.0007994558929670066,ce,0.692507578888862,0.2825493568121273,0.4003644073133605,0.43633090886681125,2,1,1,warmup_cosine,1.1,0.9,0.13109964814734446,16,6,3.299385513303394e-05,,,,,,PRUNED
85,0.49407318815858864,2026-05-03 07:19:34.890998,2026-05-03 07:20:05.001720,0 days 00:00:30.110722,64,True,80,0.2048840031895319,,6,192,0.0640014937402881,0.0007134051645754941,ce,0.5771012650535354,0.2698179657114954,0.43815001846261153,0.3795094716296847,2,1,1,warmup_cosine,1.1,0.9,0.14707298990887088,24,5,3.99164616469029e-05,,,,,,PRUNED
86,0.4645257079838642,2026-05-03 07:20:05.103182,2026-05-03 07:20:28.573177,0 days 00:00:23.469995,64,True,80,0.23627076615508663,,4,192,0.035414735206942556,0.0009315082090614521,ce,0.821258171841931,0.18208964617718315,0.38416511875627546,0.4650664668661106,2,1,1,warmup_cosine,1.1,0.9,0.10559181333788005,28,5,2.005035508006119e-05,,,,,,PRUNED
87,0.4688827514097358,2026-05-03 07:20:28.672746,2026-05-03 07:20:55.905140,0 days 00:00:27.232394,64,False,48,0.3020127414326586,,8,256,0.046480062441439235,0.0007654156362863498,ce,0.8700189214127997,0.29092402233396225,0.41292864107820576,0.4057543449510412,3,3,3,warmup_invsqrt,1.1,0.9,0.136000758274538,44,5,5.4295324747323706e-05,,,,,,PRUNED
88,0.45983192976695236,2026-05-03 07:20:56.020389,2026-05-03 07:21:23.065944,0 days 00:00:27.045555,32,True,80,0.24833545190379513,,6,192,0.020083924461062795,0.0006691754349179934,ce,0.6648972412594132,0.2806253144822044,0.46492409916841393,0.44171013285544325,1,1,1,warmup_cosine,1.1,0.9,0.08490303693694642,20,6,1.0141432825466525e-05,,,,,,PRUNED
89,0.45670959215222845,2026-05-03 07:21:23.164958,2026-05-03 07:21:49.075160,0 days 00:00:25.910202,64,True,64,0.30192802183682876,2.2673728622296245,8,192,0.09081838457346941,0.0008590726924983933,focal,1.363447221000196,0.23813466959745377,0.1836736815759213,0.39540861395430454,4,3,2,warmup_cosine,1.1,0.9,0.09995132041883897,32,3,5.932867552561417e-05,,,,,,PRUNED
90,0.44653162726523754,2026-05-03 07:21:49.174315,2026-05-03 07:22:14.801914,0 days 00:00:25.627599,64,True,48,0.2063193763654834,,10,192,0.031704722883516945,0.0003250765115917087,ce,1.2638989998833534,0.2991635572452477,0.2135348313958264,0.41410852082928107,2,3,1,plateau,1.1,0.9,0.1192505705562269,24,2,1.6380682708180826e-05,,,,,,PRUNED
91,0.4769043096858285,2026-05-03 07:22:14.900412,2026-05-03 07:22:42.872513,0 days 00:00:27.972101,64,False,80,0.30186172747233003,,8,192,0.04909159277600405,0.0007824636731892734,ce,0.6308759808636516,0.13116165905679444,0.4857731810112806,0.4530499202252015,3,2,2,warmup_cosine,1.1,0.9,0.1663814384761715,28,3,5.2613367989888886e-05,,,,,,PRUNED
92,0.45379155228324886,2026-05-03 07:22:42.972913,2026-05-03 07:23:06.393546,0 days 00:00:23.420633,64,True,80,0.21879764936783258,,6,192,0.04159123497143923,0.0006195869049419971,ce,0.7431744483693403,0.190005100700797,0.25612999990832813,0.4828428164505125,1,1,1,warmup_cosine,1.1,0.9,0.11073802803990256,20,4,2.5609430086635334e-05,,,,,,PRUNED
93,0.48567923953340353,2026-05-03 07:23:06.492600,2026-05-03 07:23:29.865271,0 days 00:00:23.372671,64,True,80,0.22988705068626442,,6,192,0.026097574214564823,0.0005069807154817448,ce,0.5032224014692108,0.20084363528632657,0.22568255070940973,0.4697553589715427,2,1,1,warmup_cosine,1.1,0.9,0.12663488302288592,16,5,0.00010062046310259782,,,,,,PRUNED
94,0.4761410371455842,2026-05-03 07:23:29.959710,2026-05-03 07:23:53.414307,0 days 00:00:23.454597,64,True,80,0.21155506872974097,,6,192,0.03754173862315986,0.0007187326375140434,ce,0.589973208583591,0.1683524854087155,0.2000392787204867,0.2814264654204076,2,1,1,warmup_cosine,1.1,0.9,0.13844327158012232,20,4,1.790018711882394e-05,,,,,,PRUNED
95,0.5636523825978121,2026-05-03 07:23:53.510842,2026-05-03 07:24:43.741806,0 days 00:00:50.230964,64,True,80,0.20038193384049413,,10,192,0.03460168059039638,0.0005929366771360478,ce,0.686899334506136,0.18266234903234035,0.2421446626073309,0.4328952436154484,1,1,1,warmup_cosine,1.1,0.9,0.09394865932715515,20,3,3.10582510850789e-05,,,,,,PRUNED
96,0.5823114734724268,2026-05-03 07:24:43.847331,2026-05-03 07:25:45.831066,0 days 00:01:01.983735,32,True,48,0.22301495730923565,,6,192,0.029141021650798966,0.0006827680095443204,ce,0.799786008952892,0.288410484858586,0.2700185892756048,0.4198419235903674,2,1,1,warmup_cosine,1.1,0.9,0.18579751176428905,36,4,1.3052459284557405e-05,,,,,,PRUNED
97,0.423957451910513,2026-05-03 07:25:45.932557,2026-05-03 07:26:12.007270,0 days 00:00:26.074713,64,True,48,0.2791935283724446,,10,192,0.03896027340487516,0.0002837694648397942,ce,1.1790543527967614,0.15588190131080798,0.18555511075857067,0.47936851212364107,1,3,1,warmup_cosine,1.1,0.9,0.24961188002753926,20,5,2.8830010069077066e-05,,,,,,PRUNED
98,0.38272935005880404,2026-05-03 07:26:12.112790,2026-05-03 07:26:36.184278,0 days 00:00:24.071488,64,True,80,0.3017714885045596,,12,320,0.04295894005530203,0.0005348812437178942,ce,1.2182459893012414,0.26053936577763515,0.14838760262579145,0.4990715011767545,2,1,4,warmup_cosine,1.1,0.9,0.15161991081446008,24,3,5.2413401784497485e-05,,,,,,PRUNED
99,0.4318399748939917,2026-05-03 07:26:36.288680,2026-05-03 07:27:01.990963,0 days 00:00:25.702283,64,True,48,0.26246969851366714,,10,192,0.03597938510709473,0.0008311583510695157,ce,1.7410449696848038,0.24807016524521283,0.21815959457919312,0.42731589556398253,2,3,1,plateau,1.1,0.9,0.07764990485329512,24,2,8.183720606796949e-05,,,,,,PRUNED
100,0.3879294990778154,2026-05-03 07:27:02.088276,2026-05-03 07:27:28.313073,0 days 00:00:26.224797,64,False,80,0.4939534021333761,,8,192,0.04545373529648428,0.0006349109224084994,ce,0.9076683623102874,0.22031711887179878,0.260331379024603,0.44633239968460553,3,3,2,warmup_cosine,1.1,0.9,0.12330675980141245,32,4,5.2412596917809824e-05,,,,,,PRUNED
101,0.4585090877227957,2026-05-03 07:27:28.415664,2026-05-03 07:27:55.515177,0 days 00:00:27.099513,32,True,48,0.36356441528998795,2.74134689774693,6,256,0.06823237964590431,0.0007373103946251071,focal,0.970493852453264,0.21033368432900273,0.16525886201871892,0.4051109371292664,2,1,1,warmup_invsqrt,1.1,0.9,0.06710129556550389,16,3,4.293372035256566e-05,,,,,,PRUNED
102,0.4967587386226131,2026-05-03 07:27:55.624403,2026-05-03 07:28:25.713457,0 days 00:00:30.089054,64,True,80,0.23282478220324707,,10,192,0.02821984612335538,0.0008777789692409813,ce,0.9353282095644754,0.1935578775572638,0.23047683171879926,0.434120447975684,1,1,1,warmup_cosine,1.1,0.9,0.03568147223070428,24,5,3.5434591502462794e-05,,,,,,PRUNED
103,0.5213803828512229,2026-05-03 07:28:25.812148,2026-05-03 07:29:05.984689,0 days 00:00:40.172541,64,True,80,0.24283729435922236,,6,192,0.03055363466833216,0.0007946851876273451,ce,0.8764806419910343,0.16325445679232212,0.20165194721116042,0.4614209914856792,1,1,1,warmup_cosine,1.1,0.9,0.013762387486696712,24,5,2.150936935665151e-05,,,,,,PRUNED
104,0.4188359053050897,2026-05-03 07:29:06.079055,2026-05-03 07:29:29.542907,0 days 00:00:23.463852,64,True,80,0.2126892763505698,,8,192,0.025767100469807062,0.00036406124037834765,ce,1.092645688998815,0.19506021634534043,0.24636990701517458,0.38378918153200603,1,1,1,warmup_cosine,1.1,0.9,0.02719147546349157,20,5,2.465250974572617e-05,,,,,,PRUNED
105,0.5474210621125227,2026-05-03 07:29:29.652343,2026-05-03 07:30:16.273123,0 days 00:00:46.620780,64,True,80,0.2201481732246263,,10,192,0.0223398694449993,0.0006932121095325543,ce,0.730479961098906,0.27366056186715776,0.19187388021787846,0.45461099600968385,2,1,1,warmup_cosine,1.1,0.9,0.1113718655625361,24,5,2.7877891066520633e-05,,,,,,PRUNED
106,0.4785033667998143,2026-05-03 07:30:16.386003,2026-05-03 07:30:42.624928,0 days 00:00:26.238925,64,True,64,0.3015798354005071,,8,192,0.04246334765860877,0.0007567314809565717,ce,0.7922367522840763,0.18434659008204762,0.208474653656243,0.2542585116857689,2,3,2,warmup_cosine,1.1,0.9,0.1580813341435274,28,6,5.8365960622509816e-05,,,,,,PRUNED
107,0.4092406844798491,2026-05-03 07:30:42.720371,2026-05-03 07:31:04.975731,0 days 00:00:22.255360,64,True,48,0.25560219214415736,,10,192,0.03628538714792799,0.00018066879511118768,ce,0.8489157760814294,0.1793729431142151,0.17653373011125514,0.4271232985852157,1,1,1,warmup_cosine,1.1,0.9,0.14558947241990247,20,4,0.0001296491227343482,,,,,,PRUNED
108,0.4383336448458333,2026-05-03 07:31:05.091205,2026-05-03 07:31:32.044827,0 days 00:00:26.953622,64,True,80,0.3018007579726165,,8,192,0.0851771243490887,0.0005633844124708406,ce,0.9889300756254209,0.19813984856792777,0.23534978027281028,0.44312680490588424,4,3,2,warmup_cosine,1.1,0.9,0.10113331999727676,40,5,5.244994012105772e-05,,,,,,PRUNED
109,0.6709351948601926,2026-05-03 07:31:32.140166,2026-05-03 07:33:50.347257,0 days 00:02:18.207091,64,False,48,0.20487522220063958,,4,192,0.032895528014120705,0.0009440653933972452,ce,0.6199298011365515,0.173151563371712,0.298407672157065,0.16901879995473343,2,1,1,plateau,1.1,0.9,0.13155698665644128,24,3,7.364237131149778e-05,[0.6709351948601926],[1.0664126052559137],0.6709351948601926,0.6709351948601926,0.0,COMPLETE
110,0.4974047145389049,2026-05-03 07:33:50.457168,2026-05-03 07:34:21.217334,0 days 00:00:30.760166,64,False,48,0.20558859814075747,,4,192,0.03336779969994556,0.0009568584790015214,ce,0.7140532388821339,0.17156914293615827,0.30488475016400174,0.4878794105615445,2,2,1,plateau,1.1,0.9,0.1306657197757036,24,3,7.17483989946931e-05,,,,,,PRUNED
111,0.6521707356267117,2026-05-03 07:34:21.316446,2026-05-03 07:36:21.699617,0 days 00:02:00.383171,32,False,48,0.21527295706342883,,4,192,0.040504792789797676,0.0009407604166142733,ce,0.5474183445197501,0.15085517197587722,0.33806136600055586,0.15427571244950716,2,1,1,plateau,1.1,0.9,0.2159952358502481,20,3,9.083837603848876e-05,[0.6521707356267117],[1.0557406631876811],0.6521707356267117,0.6521707356267117,0.0,COMPLETE
112,0.48527976071061857,2026-05-03 07:36:21.797247,2026-05-03 07:36:43.907333,0 days 00:00:22.110086,64,False,48,0.22480515944745233,,4,192,0.03204573554281632,0.0008783695309244064,ce,1.9466461578357313,0.15937140555577484,0.22767258838293053,0.1987636896306686,1,1,1,plateau,1.1,0.9,0.11864115231874758,24,3,7.586648002120494e-05,,,,,,PRUNED
113,0.5047503673695796,2026-05-03 07:36:44.004765,2026-05-03 07:37:12.198864,0 days 00:00:28.194099,64,False,48,0.20907921498425666,,4,192,0.03418317197569373,0.0008195718439072463,ce,0.6290166688702387,0.20563352071642507,0.2874824622242639,0.22689881089063285,2,1,1,plateau,1.1,0.9,0.17215967366163604,24,2,3.924808296746583e-05,,,,,,PRUNED
114,0.5022338129440905,2026-05-03 07:37:12.322786,2026-05-03 07:37:40.713231,0 days 00:00:28.390445,64,False,48,0.20390360119363513,,10,192,0.02442023533736829,0.0009100176698083989,ce,0.6600319309803593,0.17505045769299096,0.2641333369108094,0.17109426252189985,2,1,1,plateau,1.1,0.9,0.08988221736719779,24,3,3.1952894432650505e-05,,,,,,PRUNED
115,0.503171042656842,2026-05-03 07:37:40.809989,2026-05-03 07:38:11.277680,0 days 00:00:30.467691,64,True,80,0.22852266588803574,,6,192,0.027370120068015886,0.0006586057226192976,ce,1.131103911551714,0.19040163304059346,0.28007826715625606,0.11645943042728249,1,1,1,warmup_cosine,1.1,0.9,0.1111703083853376,28,4,1.4473015380545264e-05,,,,,,PRUNED
116,0.45862832881528437,2026-05-03 07:38:11.374881,2026-05-03 07:38:36.992420,0 days 00:00:25.617539,64,True,48,0.21877812230343446,,10,192,0.03048021038888619,0.0007332739194714124,ce,1.2731577592280312,0.22900990498375887,0.3018607723859513,0.4101125377846369,2,3,1,warmup_cosine,1.1,0.9,0.13931007061576228,24,3,2.2482135910618066e-05,,,,,,PRUNED
117,0.45438359683377455,2026-05-03 07:38:37.100223,2026-05-03 07:39:01.089573,0 days 00:00:23.989350,64,False,80,0.3011738716599704,,16,320,0.04217421067645195,0.0007778927715778546,ce,1.5667286789704125,0.1697626488871123,0.2170614536199712,0.4717497022612085,2,1,2,warmup_cosine,1.1,0.9,0.10597583538200593,28,4,5.1728080052861966e-05,,,,,,PRUNED
118,0.4907433304461638,2026-05-03 07:39:01.190111,2026-05-03 07:39:26.926033,0 days 00:00:25.735922,64,True,48,0.24088642738588686,,6,192,0.03946517851273968,0.0008492945345923204,ce,1.6308227096714554,0.2849804265531903,0.374506331877778,0.4182724198960034,1,3,1,plateau,1.1,0.9,0.09704868248638629,20,8,1.919911488444617e-05,,,,,,PRUNED
119,0.6762388822484771,2026-05-03 07:39:27.023503,2026-05-03 07:42:15.174978,0 days 00:02:48.151475,64,True,80,0.20006254571335003,,10,192,0.0373032039555291,0.0006863313576024814,ce,0.8346249939123959,0.14441463113575592,0.315676304825696,0.4396974250084763,2,1,1,warmup_cosine,1.1,0.9,0.12432012017092325,24,2,9.996223191550875e-05,[0.6762388822484771],[1.110921645336014],0.6762388822484771,0.6762388822484771,0.0,COMPLETE
120,0.6538266242888083,2026-05-03 07:42:15.272052,2026-05-03 07:44:15.592199,0 days 00:02:00.320147,64,True,80,0.20982701026567863,,10,192,0.03666365392670916,0.0006370952812295185,ce,0.7721629041402202,0.14490808598189683,0.31973749579297917,0.39757799571052416,2,1,1,warmup_cosine,1.1,0.9,0.134237955508887,24,2,0.00010859430375126576,[0.6538266242888083],[1.03670301604614],0.6538266242888083,0.6538266242888083,0.0,COMPLETE
121,0.4265836540454594,2026-05-03 07:44:15.707431,2026-05-03 07:44:43.289245,0 days 00:00:27.581814,64,True,48,0.3011845482871032,2.472890977651541,10,256,0.04418170690767617,0.0006996882849345192,focal,1.3386490375674382,0.14108880030067011,0.2945405179913271,0.4402774626108658,3,3,2,warmup_invsqrt,1.1,0.9,0.12446676678968861,32,2,5.677517948144289e-05,,,,,,PRUNED
122,0.5782776613277119,2026-05-03 07:44:43.398219,2026-05-03 07:45:43.360457,0 days 00:00:59.962238,64,True,80,0.21230663020377027,,10,192,0.03235913947395651,0.0007388032773122751,ce,0.8407832834059312,0.15711081311964173,0.350267800540321,0.4291375524196255,2,1,1,warmup_cosine,1.1,0.9,0.1493692750287443,24,2,9.845261357728147e-05,,,,,,PRUNED
123,0.48647738026635173,2026-05-03 07:45:43.461826,2026-05-03 07:46:07.015942,0 days 00:00:23.554116,64,True,80,0.20138469303536544,,10,192,0.038055813869166746,0.0006075240781176963,ce,0.8898392081872527,0.1499937154308757,0.2746986906805241,0.4569826131687517,2,1,1,warmup_cosine,1.1,0.9,0.11649425678865445,36,2,8.666931883914391e-05,,,,,,PRUNED
