number,value,datetime_start,datetime_complete,duration,params_batch_size,params_class_weighting,params_cnn_channels,params_dropout,params_focal_gamma,params_freq_mask_param,params_hidden_size,params_label_smoothing,params_learning_rate,params_loss_type,params_max_grad_norm,params_min_lr_ratio,params_mixup_alpha,params_mixup_prob,params_num_freq_masks,params_num_layers,params_num_time_masks,params_scheduler_type,params_speed_perturb_max,params_speed_perturb_min,params_speed_perturb_prob,params_time_mask_param,params_warmup_epochs,params_weight_decay,user_attrs_repeat_best_f1s,user_attrs_repeat_best_losses,user_attrs_repeat_mean_f1,user_attrs_repeat_robust_score,user_attrs_repeat_std_f1,state
13,0.5916195072461555,2026-05-02 20:40:29.985386,2026-05-02 20:42:37.202287,0 days 00:02:07.216901,64,False,64,0.3090437619344268,1.8540560958405834,10,320,0.09709142536659476,0.0007008404089710425,focal,1.0568732391327098,0.10231924182297142,0.3465603673525166,0.4192122493999691,4,2,3,plateau,1.1,0.9,0.12914346454688885,36,5,0.00011730136316101333,"[0.5997598672962217, 0.5889060538961335]","[0.6681669811836536, 0.6939343352683728]",0.5943329605961776,0.5916195072461555,0.005426906700044087,COMPLETE
14,0.5523257703435674,2026-05-02 20:42:37.319899,2026-05-02 20:43:31.131266,0 days 00:00:53.811367,64,False,48,0.23755841148010903,2.3623163871560084,4,320,0.03175449449486246,0.00035783072526787235,focal,1.1414760263253527,0.11328973793761367,0.35290269894464515,0.2551357449566356,1,1,1,plateau,1.1,0.9,0.12659853994381043,36,4,2.7337759499800277e-05,,,,,,PRUNED
15,0.43419182486920005,2026-05-02 20:43:31.248120,2026-05-02 20:44:04.091398,0 days 00:00:32.843278,64,False,64,0.40677101739091676,1.9442626788102584,10,192,0.0997431665092826,0.0006290881195492078,focal,0.9088584718248158,0.16748100630294546,0.387175124831873,0.10486875930559489,4,3,2,warmup_invsqrt,1.1,0.9,0.09796384178400681,40,4,0.00010174968713281372,,,,,,PRUNED
16,0.5893992124827334,2026-05-02 20:44:04.214194,2026-05-02 20:46:18.733250,0 days 00:02:14.519056,64,False,80,0.30072037984035893,2.973198027203861,10,320,0.12729325584748866,0.0007297938395242496,focal,0.98405285049067,0.09288972069965469,0.3968391148767933,0.41226695599780405,4,2,3,warmup_invsqrt,1.1,0.9,0.014308001701789808,36,5,6.214661249825216e-05,"[0.5985783217418413, 0.5863395093963641]","[0.5148380689269347, 0.5435650971153085]",0.5924589155691027,0.5893992124827334,0.006119406172738595,COMPLETE
17,0.5723060419974317,2026-05-02 20:46:18.851896,2026-05-02 20:48:30.486588,0 days 00:02:11.634692,64,False,80,0.3005565813026899,2.814033581880829,10,320,0.1228755562366156,0.0003572337936660873,focal,0.869241830743876,0.09819326774460582,0.4129856324773465,0.42387347306216855,4,2,3,plateau,1.1,0.9,0.0010233628951876565,48,5,5.502303354620259e-05,"[0.592021712597192, 0.5657341517975115]","[0.5587595122680962, 0.5539852031272092]",0.5788779321973518,0.5723060419974317,0.013143780399840266,COMPLETE
18,0.3074865341080012,2026-05-02 20:48:30.601717,2026-05-02 20:49:06.819006,0 days 00:00:36.217289,32,True,64,0.4522999382512261,2.9904610807524192,10,256,0.09732420769668748,0.00010215264282311944,focal,0.9215490652852294,0.09294581779699505,0.31543648130890173,0.42946965600550496,4,2,3,warmup_invsqrt,1.1,0.9,0.004468215800920116,44,6,6.279396222538965e-05,,,,,,PRUNED
19,0.5627964837574854,2026-05-02 20:49:06.931950,2026-05-02 20:50:05.507372,0 days 00:00:58.575422,64,False,48,0.2550716530500541,1.6246561002469404,6,192,0.06652451188311621,0.0004714210589285532,focal,1.0284754753112377,0.19814126924970127,0.42678289567976396,0.4004714284524553,1,2,1,plateau,1.1,0.9,0.15687862537933195,16,5,1.1762773748658173e-05,,,,,,PRUNED
20,0.4576228688701599,2026-05-02 20:50:05.635794,2026-05-02 20:50:38.215114,0 days 00:00:32.579320,64,False,80,0.3238017205490714,2.1674134465037858,14,320,0.12139287476773251,0.0002997814962434586,focal,0.5173561751451484,0.233738202507015,0.3532290804276375,0.35150024933721036,3,2,3,warmup_invsqrt,1.1,0.9,0.03414946598447957,36,5,0.00012136534497241054,,,,,,PRUNED
21,,2026-05-02 20:50:38.330629,2026-05-02 20:52:49.302320,0 days 00:02:10.971691,64,False,80,0.376891240018339,2.6013607859297547,12,320,0.13354046303678743,0.0007243968795393411,focal,1.3279145123396383,0.15968761553236874,0.3442787717234931,0.2742448402295787,4,2,3,warmup_invsqrt,1.1,0.9,0.1744296151689103,36,3,0.00016140854847469636,,,,,,FAIL
22,0.5228563145397647,2026-05-02 20:53:33.488699,2026-05-02 20:54:38.292400,0 days 00:01:04.803701,64,False,80,0.36973871103586853,2.532117277909103,12,320,0.12972141189228256,0.0007023448165640189,focal,1.2805398380096678,0.15660175266008863,0.20412011237069888,0.28671780311374034,4,2,3,warmup_invsqrt,1.1,0.9,0.092830009057456,36,3,0.00016277565516398094,,,,,,PRUNED
23,0.42557531524184833,2026-05-02 20:54:38.445628,2026-05-02 20:55:22.066167,0 days 00:00:43.620539,64,False,80,0.329085938235691,2.9879671663681835,10,320,0.13001066950385462,0.0007456938797360972,focal,1.6296420582039983,0.1376403944990358,0.2791238142562308,0.19372656670366548,4,3,3,warmup_invsqrt,1.1,0.9,0.1845515820264007,36,4,9.175813003704366e-05,,,,,,PRUNED
24,0.5286463134459225,2026-05-02 20:55:22.213819,2026-05-02 20:56:19.203240,0 days 00:00:56.989421,64,False,80,0.3838606689679973,2.039409453557739,12,320,0.11025874868143633,0.0007925308588882006,focal,1.3252737523388038,0.11127448390964595,0.3560440305001656,0.43564487396538654,4,1,2,warmup_invsqrt,1.1,0.9,0.11902831912198795,40,2,0.00018134331500232944,,,,,,PRUNED
25,0.3970107754935997,2026-05-02 20:56:19.346677,2026-05-02 20:56:54.826740,0 days 00:00:35.480063,64,False,80,0.44399270890885456,2.4849918952338936,8,320,0.09034577339497993,0.0005432883214443546,focal,1.0347194004562617,0.07785707654274496,0.4344054465586481,0.2927169728230077,4,2,3,warmup_invsqrt,1.1,0.9,0.1646951578526358,44,7,5.155903216005637e-05,,,,,,PRUNED
26,0.422621717723356,2026-05-02 20:56:54.980167,2026-05-02 20:57:39.124790,0 days 00:00:44.144623,64,False,64,0.35741381568415626,1.7283536791258138,14,320,0.13979986644570602,0.00042613942433609005,focal,0.8034934742451317,0.17896264971948908,0.38654041362656216,0.32217689156096196,4,3,2,plateau,1.1,0.9,0.2614178566485186,32,6,0.00012095347857004761,,,,,,PRUNED
27,0.6017042145547844,2026-05-02 20:57:39.266612,2026-05-02 21:01:21.393760,0 days 00:03:42.127148,32,True,80,0.31362897224931313,,10,320,0.13037086725585156,0.0005968436639679396,ce,1.6152230972573984,0.11835446027546742,0.29271180490816323,0.36288557900432344,4,2,2,warmup_invsqrt,1.1,0.9,0.02647621525252908,36,3,0.0004444538955277559,"[0.6000949348064669, 0.6065320537997366]","[1.2691779531163276, 1.260016441916962]",0.6033134943031018,0.6017042145547844,0.003218559496634854,COMPLETE
28,0.6000730268594694,2026-05-02 21:01:21.552179,2026-05-02 21:04:58.733883,0 days 00:03:37.181704,32,True,80,0.3122748616699908,,10,320,0.1023218815310569,0.0005951141875319491,ce,1.0168002276524672,0.11982150002649236,0.3299045793240836,0.40126640812243003,3,2,3,warmup_invsqrt,1.1,0.9,0.023161697878769306,40,3,0.0011083095668385245,"[0.597697155355083, 0.6072006413726284]","[1.2442083270143833, 1.2323657380019446]",0.6024488983638557,0.6000730268594694,0.00475174300877268,COMPLETE
29,0.47816687948788456,2026-05-02 21:04:58.882524,2026-05-02 21:05:50.693640,0 days 00:00:51.811116,32,True,48,0.34284107616151954,,8,256,0.09900727686746603,0.0005784622688654225,ce,1.6897659158735885,0.12225452864960065,0.32019531368088117,0.3731985291844431,3,2,3,warmup_cosine,1.1,0.9,0.0693042027409487,40,3,0.001780413746338579,,,,,,PRUNED
30,0.546394233254435,2026-05-02 21:05:50.842041,2026-05-02 21:07:04.071202,0 days 00:01:13.229161,32,True,64,0.31667393362362867,,10,192,0.10573944034586724,0.00026242121182941245,ce,1.2401349434703535,0.07130505773353656,0.28439535471122496,0.45934688931548,3,2,2,plateau,1.1,0.9,0.03360247625829587,44,3,0.0012082160137995264,,,,,,PRUNED
31,0.5752140379934445,2026-05-02 21:07:04.217309,2026-05-02 21:10:25.203798,0 days 00:03:20.986489,32,True,80,0.35495290886316455,,8,192,0.11698354897731114,0.00039134976466705584,ce,1.163982840283754,0.14322440100327555,0.3293455244559434,0.4985920697682191,3,2,2,plateau,1.1,0.9,0.10331832022961812,28,4,0.0004075149597767396,"[0.5924268685270889, 0.5694764278155631]","[1.2725748335428946, 1.301561652327613]",0.5809516481713259,0.5752140379934445,0.011475220355762927,COMPLETE
32,0.546832420484953,2026-05-02 21:10:25.353196,2026-05-02 21:11:46.627364,0 days 00:01:21.274168,32,True,80,0.31207970262589096,,10,320,0.1272346809836031,0.0006362991798938238,ce,0.9738480265773346,0.09588603832845094,0.3755100075838393,0.4099564041690074,4,2,3,warmup_invsqrt,1.1,0.9,0.01778958555892756,36,5,0.0009339061346534102,,,,,,PRUNED
33,0.5478931188412636,2026-05-02 21:11:46.774289,2026-05-02 21:13:04.534202,0 days 00:01:17.759913,32,True,80,0.33225206020251485,,10,320,0.08975488713123679,0.0008281567233802892,ce,1.0739002211585522,0.10997713107990197,0.2912555271552346,0.44353656398790775,4,2,3,warmup_invsqrt,1.1,0.9,0.05673659870007035,32,6,0.0006886453409613329,,,,,,PRUNED
34,0.6035798533188129,2026-05-02 21:13:04.663409,2026-05-02 21:16:13.983357,0 days 00:03:09.319948,32,True,80,0.31251157581194383,,10,320,0.11410294998745787,0.0006808690100232886,ce,0.809814487917578,0.12817294017949588,0.3355196504825353,0.34819462946643215,3,2,3,warmup_invsqrt,1.1,0.9,0.024245310173068566,40,3,0.00039126190175061787,"[0.6006748869306685, 0.6122947524832462]","[1.2507396071648997, 1.2394688289514262]",0.6064848197069573,0.6035798533188129,0.005809932776288829,COMPLETE
35,0.45833370474921903,2026-05-02 21:16:14.121857,2026-05-02 21:16:55.776741,0 days 00:00:41.654884,32,True,80,0.3981273722064094,,12,320,0.10447704492553755,0.0005167048825862108,ce,0.745516361796269,0.12788281831523848,0.3411841577407449,0.34589164092711205,3,2,4,warmup_invsqrt,1.1,0.9,0.03635644052908062,40,3,0.00037261037322139254,,,,,,PRUNED
36,0.5985497409573836,2026-05-02 21:16:55.916949,2026-05-02 21:19:59.695631,0 days 00:03:03.778682,32,True,48,0.3203237350388653,,8,320,0.11322858596491205,0.0008753433546013588,ce,0.6443220931265325,0.1476302959140851,0.24545941421029843,0.3719301026803966,3,2,3,warmup_cosine,1.1,0.9,0.05152569867348972,44,2,0.0008337392938940058,"[0.6216928369439494, 0.5908353756285283]","[1.2332619984658788, 1.2700267615649912]",0.6062641062862388,0.5985497409573836,0.015428730657710554,COMPLETE
37,0.5907906294556297,2026-05-02 21:19:59.823802,2026-05-02 21:23:02.668963,0 days 00:03:02.845161,32,True,48,0.3421328357623148,,6,320,0.11702356810072112,0.0008327856712225405,ce,0.6235549038730575,0.18562688666091948,0.2456210352507611,0.3659822229985077,3,2,4,warmup_cosine,1.1,0.9,0.054636752373289924,44,2,0.000882948395821974,"[0.5891098651080933, 0.5958329224982389]","[1.2615028216684465, 1.2717543693183424]",0.592471393803166,0.5907906294556297,0.003361528695072835,COMPLETE
38,0.6053166340092406,2026-05-02 21:23:02.804993,2026-05-02 21:26:06.592563,0 days 00:03:03.787570,32,True,48,0.32350767213360787,,8,320,0.11294289089970792,0.0009748828443014544,ce,0.52473636370476,0.14596580832683487,0.22373776543804774,0.3280140564800826,3,2,3,warmup_cosine,1.1,0.9,0.024706156874399438,48,2,0.0005148524444116375,"[0.608422618746185, 0.6042813057635925]","[1.2448731603668177, 1.2601227904681107]",0.6063519622548887,0.6053166340092406,0.00207065649129623,COMPLETE
39,0.599140281492274,2026-05-02 21:26:06.727472,2026-05-02 21:28:43.967594,0 days 00:02:37.240122,32,True,48,0.28197355615241204,,8,320,0.09285469900557039,0.0009359469196079643,ce,0.5456060824471931,0.130710178280229,0.2180132644933011,0.32442480331355283,2,1,1,warmup_cosine,1.1,0.9,0.023256048615072578,24,2,0.0005119773117824232,"[0.6138291587598382, 0.5942439890697526]","[1.2467545130841737, 1.2361852333700056]",0.6040365739147955,0.599140281492274,0.009792584845042807,COMPLETE
40,0.42898708192660007,2026-05-02 21:28:44.101152,2026-05-02 21:29:24.580699,0 days 00:00:40.479547,32,True,48,0.4720635514627134,,12,256,0.12322192257624495,0.0005571180853670951,ce,0.7649754686973194,0.15351839220256241,0.2729348567053034,0.2738060960638192,3,2,3,warmup_cosine,1.1,0.9,0.06763557662401672,48,3,0.00023753631399873817,,,,,,PRUNED
41,0.5952049931594809,2026-05-02 21:29:24.708345,2026-05-02 21:32:27.465288,0 days 00:03:02.756943,32,True,48,0.34687994631479496,,8,320,0.11063221688563468,0.000660946947487677,ce,0.8224723048784707,0.16456575217716046,0.49591291906512874,0.31144493286776365,3,2,4,warmup_cosine,1.1,0.9,0.0831396041994188,48,3,0.0005519584123473343,"[0.5968998460851432, 0.5946400421842601]","[1.2611198478179584, 1.271682608613579]",0.5957699441347017,0.5952049931594809,0.0011299019504415475,COMPLETE
42,0.6084814867603048,2026-05-02 21:32:27.600300,2026-05-02 21:35:04.702307,0 days 00:02:37.102007,32,True,48,0.281377603695044,,6,320,0.09380867325921055,0.0009512463887207711,ce,0.5183947620490327,0.13146229891967576,0.16511971626375238,0.3342026706702706,2,1,1,warmup_cosine,1.1,0.9,0.025063762217918173,24,2,0.000316600350477019,"[0.6068528825612431, 0.6133672993574896]","[1.2210354776405317, 1.2400654434300156]",0.6101100909593664,0.6084814867603048,0.0032572083981232125,COMPLETE
43,0.6087878833369706,2026-05-02 21:35:04.841331,2026-05-02 21:37:41.122288,0 days 00:02:36.280957,32,True,48,0.28334374468909124,,4,320,0.08480012131343516,0.0009788441243745603,ce,0.5570799790429182,0.11969122497891235,0.17857453305955237,0.33863716810700434,2,1,1,warmup_cosine,1.1,0.9,0.023257805488874534,24,2,0.00032220789659876526,"[0.6082461916958689, 0.6104129582602762]","[1.2080150591097862, 1.2247512006073547]",0.6093295749780725,0.6087878833369706,0.0010833832822036427,COMPLETE
44,0.6036878020856786,2026-05-02 21:37:41.256204,2026-05-02 21:40:18.200053,0 days 00:02:36.943849,32,True,48,0.27749528141574276,,4,320,0.08477241099767559,0.000988832412672365,ce,0.6011675449264016,0.1326003709237394,0.15779267890585155,0.334685290370876,2,1,1,warmup_cosine,1.1,0.9,0.0415505841736352,24,2,0.00032684937576914794,"[0.5991393484574082, 0.61733316297049]","[1.215625554251728, 1.1935318585494155]",0.6082362557139491,0.6036878020856786,0.009096907256540887,COMPLETE
45,0.6001740901059243,2026-05-02 21:40:18.334783,2026-05-02 21:42:55.473817,0 days 00:02:37.139034,32,True,48,0.28131669467811243,,4,320,0.08439047097640491,0.0009848006917386328,ce,0.5675507367383884,0.13620817550009076,0.10968981526125318,0.33483051131279007,2,1,1,warmup_cosine,1.1,0.9,0.04433528172290763,24,2,0.00031674750377986893,"[0.5988903296538921, 0.6040253714620207]","[1.21336968225255, 1.2209945548352579]",0.6014578505579564,0.6001740901059243,0.002567520904064313,COMPLETE
46,0.586600050076686,2026-05-02 23:35:15.145320,2026-05-02 23:36:59.964123,0 days 00:01:44.818803,32,True,48,0.28320967419551346,,4,320,0.08397271570936433,0.0009804186784996027,ce,0.6702118565375045,0.14249316942910442,0.16190656951382562,0.30142838468957506,2,1,1,warmup_cosine,1.1,0.9,0.0005793615190112789,20,2,0.0003234381329839157,,,,,,PRUNED
47,0.5864415537959431,2026-05-02 23:37:00.089091,2026-05-02 23:38:07.094127,0 days 00:01:07.005036,32,True,48,0.2634768062627335,,6,320,0.07450568160523183,0.0008628653727689955,ce,0.504385317653848,0.17438979907901425,0.12902733538197467,0.33592136551112217,2,1,1,warmup_cosine,1.1,0.9,0.04053855602640579,28,2,0.00023134803694941093,,,,,,PRUNED
48,0.61258311482319,2026-05-02 23:38:07.203583,2026-05-02 23:40:20.723621,0 days 00:02:13.520038,32,True,48,0.20321831599597695,,4,320,0.08602546832161378,0.0007872667340408727,ce,0.5951524489916551,0.1301722033851047,0.1724576149520331,0.39005753304305707,1,1,1,warmup_cosine,1.1,0.9,0.06713228920971512,20,2,0.00036253559321609906,"[0.6093670942397855, 0.6222311765734031]","[1.2108388298707042, 1.2072784899235915]",0.6157991354065944,0.61258311482319,0.0064320411668087885,COMPLETE
49,0.6069074197867336,2026-05-02 23:40:20.835463,2026-05-02 23:42:35.368359,0 days 00:02:14.532896,32,True,48,0.20382406177136195,,4,256,0.08435732828929428,0.0009985783001689326,ce,0.5971980833809141,0.1900747390092975,0.16340152085327392,0.2716675741023528,1,1,1,warmup_cosine,1.1,0.9,0.0709635212927576,20,2,0.0002522526849856082,"[0.6058708111580349, 0.6100172456728296]","[1.1899878604234837, 1.182590950021355]",0.6079440284154323,0.6069074197867336,0.0020732172573973418,COMPLETE
50,0.614914343968408,2026-05-02 23:42:35.491695,2026-05-02 23:44:48.664313,0 days 00:02:13.172618,32,True,48,0.20513623855290725,,4,256,0.05791147331564986,0.0007827843886129866,ce,0.705788572137176,0.22246213184132071,0.18223434616919,0.271852988215646,1,1,1,warmup_cosine,1.1,0.9,0.07081653531544363,20,2,0.00027728463159705703,"[0.6103488729899665, 0.6286107569037329]","[1.1728541728118056, 1.1483975987640216]",0.6194798149468497,0.614914343968408,0.009130941956883187,COMPLETE
51,0.6119467758522235,2026-05-02 23:44:48.778549,2026-05-02 23:47:02.663589,0 days 00:02:13.885040,32,True,48,0.20125761873064857,,4,256,0.05913053315824102,0.0007786131680933789,ce,0.7104478276671685,0.22206876870567305,0.1782376971631852,0.22064807127176905,1,1,1,warmup_cosine,1.1,0.9,0.06756615992098862,20,2,0.0002564571812855232,"[0.6293735021261179, 0.6061378670942587]","[1.1516878364755094, 1.1726367750899682]",0.6177556846101883,0.6119467758522235,0.011617817515929607,COMPLETE
52,0.6152998142743468,2026-05-02 23:47:02.784197,2026-05-02 23:49:16.065989,0 days 00:02:13.281792,32,True,48,0.20224790657389607,,4,256,0.05465261351237854,0.0007881165266253214,ce,0.6940656989662916,0.22192408464596616,0.17833835975927492,0.21083622333880098,1,1,1,warmup_cosine,1.1,0.9,0.07121970965745573,20,2,0.00024790816506811475,"[0.6118546978505289, 0.6256351635458003]","[1.138328264085509, 1.124574640529047]",0.6187449306981646,0.6152998142743468,0.00689023284763568,COMPLETE
53,0.6197010065094442,2026-05-02 23:49:16.180442,2026-05-02 23:51:29.752097,0 days 00:02:13.571655,32,True,48,0.20477396261695455,,4,256,0.055977612307134175,0.0007778576068292312,ce,0.6964361585399291,0.21798881469860854,0.18862678955069756,0.20416016504724124,1,1,1,warmup_cosine,1.1,0.9,0.1142177501408472,16,2,0.00015529057841393577,"[0.6156035517406986, 0.6319933708156811]","[1.163643546527524, 1.1468310214632707]",0.6237984612781898,0.6197010065094442,0.008194909537491246,COMPLETE
54,0.5593203706570888,2026-05-02 23:51:29.868919,2026-05-02 23:52:15.835049,0 days 00:00:45.966130,32,True,48,0.20044529581014364,,4,256,0.05558985114557793,0.0007749322254419247,ce,0.6949390666478145,0.22279407944334464,0.1913074843840537,0.19793476639752092,1,1,1,warmup_cosine,1.1,0.9,0.11309042358128528,16,2,0.00017049406747842967,,,,,,PRUNED
55,0.47511674321097647,2026-05-02 23:52:15.953486,2026-05-02 23:52:44.975266,0 days 00:00:29.021780,32,True,48,0.2169449168214087,,4,256,0.04377909761576136,0.000779245660663261,ce,0.7388897678938818,0.22503057979793178,0.13835518110306155,0.21876246983684797,1,1,1,warmup_cosine,1.1,0.9,0.08352739264646795,20,2,0.00022133093088038525,,,,,,PRUNED
56,0.482946896600792,2026-05-02 23:52:45.085009,2026-05-02 23:53:14.528360,0 days 00:00:29.443351,32,True,48,0.22660049623503292,,4,256,0.059863589544339395,0.0008661597589664809,ce,0.6831497776530728,0.24893547536458285,0.18234841208933583,0.16012565374964974,1,1,1,warmup_cosine,1.1,0.9,0.0944983953147872,16,2,0.00015313111507892199,,,,,,PRUNED
57,0.6067613109033707,2026-05-02 23:53:14.644920,2026-05-02 23:55:27.867813,0 days 00:02:13.222893,32,True,48,0.2383841859746652,,4,256,0.04627221762801485,0.0007244346094912504,ce,0.8407269667905973,0.210477970555135,0.20276108685830774,0.2448936484061366,1,1,1,warmup_cosine,1.1,0.9,0.14434377171556823,20,3,0.0002736642382505953,"[0.6229267189458407, 0.6013728415558808]","[1.1436900900993987, 1.1545650250048374]",0.6121497802508608,0.6067613109033707,0.010776938694979976,COMPLETE
